Time,Level,Noise,Frequency,Bandwidth
21:55.2,-20.74,-42.52,103300,16000
21:55.3,-19.65,-42.53,103300,16000
21:55.3,-20.6,-42.58,103300,16000
21:55.3,-19.49,-42.58,103300,16000
21:55.4,-18.24,-42.64,103300,16000
21:55.5,-18.82,-42.65,103300,16000
21:55.5,-18.82,-42.65,103300,16000
21:55.6,-19.83,-42.69,103300,16000
21:55.7,-18.2,-42.67,103300,16000
21:55.8,-20.04,-42.63,103300,16000
21:55.8,-23.02,-42.66,103300,16000
21:55.9,-21.15,-42.64,103300,16000
21:56.0,-22.26,-42.64,103300,16000
21:56.1,-22.92,-42.71,103300,16000
21:56.1,-21.82,-42.75,103300,16000
21:56.1,-22.89,-42.72,103300,16000
21:56.2,-24.15,-42.8,103300,16000
21:56.2,-21.75,-42.8,103300,16000
21:56.3,-21.8,-42.8,103300,16000
21:56.4,-21.89,-42.77,103300,16000
21:56.4,-22.45,-42.75,103300,16000
21:56.5,-22.29,-42.73,103300,16000
21:56.6,-20.81,-42.65,103300,16000
21:56.6,-20.29,-42.66,103300,16000
21:56.7,-22.17,-42.65,103300,16000
21:56.8,-19.24,-42.68,103300,16000
21:56.9,-17.08,-42.6,103300,16000
21:56.9,-17.53,-42.52,103300,16000
21:57.0,-18.58,-42.5,103300,16000
21:57.1,-18.72,-42.5,103300,16000
21:57.1,-18.64,-42.45,103300,16000
21:57.2,-22,-42.44,103300,16000
21:57.2,-20.35,-42.44,103300,16000
21:57.3,-20.84,-42.4,103300,16000
21:57.3,-21.24,-42.41,103300,16000
21:57.4,-21.91,-42.41,103300,16000
21:57.4,-22.27,-42.39,103300,16000
21:57.5,-20.43,-42.42,103300,16000
21:57.5,-21.83,-42.43,103300,16000
21:57.6,-21.15,-42.41,103300,16000
21:57.7,-22.52,-42.4,103300,16000
21:57.7,-20.46,-42.35,103300,16000
21:57.7,-21.95,-42.31,103300,16000
21:57.8,-21.39,-42.29,103300,16000
21:57.9,-22.73,-42.32,103300,16000
21:58.0,-20.62,-42.34,103300,16000
21:58.0,-22.59,-42.3,103300,16000
21:58.1,-21.61,-42.33,103300,16000
21:58.1,-21.5,-42.33,103300,16000
21:58.2,-20.81,-42.31,103300,16000
21:58.3,-18.28,-42.26,103300,16000
21:58.3,-20.64,-42.2,103300,16000
21:58.3,-21.78,-42.19,103300,16000
21:58.4,-19.1,-42.22,103300,16000
21:58.5,-23.24,-42.22,103300,16000
21:58.6,-23.01,-42.18,103300,16000
21:58.6,-22.11,-42.25,103300,16000
21:58.7,-20.89,-42.26,103300,16000
21:58.7,-21.65,-42.23,103300,16000
21:58.8,-21.65,-42.25,103300,16000
21:58.8,-22.25,-42.28,103300,16000
21:58.8,-21.96,-42.28,103300,16000
21:58.9,-19.27,-42.31,103300,16000
21:59.1,-21.55,-42.3,103300,16000
21:59.1,-21.11,-42.35,103300,16000
21:59.2,-20.32,-42.4,103300,16000
21:59.2,-22.12,-42.44,103300,16000
21:59.4,-20.77,-42.45,103300,16000
21:59.4,-20.8,-42.42,103300,16000
21:59.4,-21.93,-42.43,103300,16000
21:59.5,-21.25,-42.43,103300,16000
21:59.6,-21.11,-42.38,103300,16000
21:59.7,-21.55,-42.38,103300,16000
21:59.7,-18.63,-42.38,103300,16000
21:59.8,-20.66,-42.45,103300,16000
21:59.9,-21.89,-42.45,103300,16000
21:59.9,-21.72,-42.35,103300,16000
22:00.0,-19.8,-42.32,103300,16000
22:00.0,-19.62,-42.32,103300,16000
22:00.1,-20.04,-42.27,103300,16000
22:00.1,-19.54,-42.26,103300,16000
22:00.1,-22.58,-42.24,103300,16000
22:00.2,-20.42,-42.25,103300,16000
22:00.3,-22.4,-42.24,103300,16000
22:00.3,-22.62,-42.28,103300,16000
22:00.3,-22.13,-42.25,103300,16000
22:00.4,-22.12,-42.26,103300,16000
22:00.4,-19.74,-42.24,103300,16000
22:00.5,-20.41,-42.23,103300,16000
22:00.5,-22.06,-42.25,103300,16000
22:00.7,-19.83,-42.21,103300,16000
22:00.7,-19.56,-42.17,103300,16000
22:00.8,-19.93,-42.15,103300,16000
22:00.9,-19.09,-42.16,103300,16000
22:00.9,-19.52,-42.22,103300,16000
22:01.0,-20.11,-42.22,103300,16000
22:01.1,-18.68,-42.3,103300,16000
22:01.1,-18.56,-42.34,103300,16000
22:01.2,-19.46,-42.35,103300,16000
22:01.3,-18.58,-42.35,103300,16000
22:01.3,-19.2,-42.42,103300,16000
22:01.4,-19.17,-42.42,103300,16000
22:01.5,-20.31,-42.41,103300,16000
22:01.5,-21.09,-42.46,103300,16000
22:01.6,-20.15,-42.46,103300,16000
22:01.6,-20.23,-42.47,103300,16000
22:01.7,-19.88,-42.51,103300,16000
22:01.7,-20.78,-42.5,103300,16000
22:01.8,-20.49,-42.5,103300,16000
22:01.8,-20.83,-42.53,103300,16000
22:01.9,-19.8,-42.5,103300,16000
22:02.0,-20.18,-42.55,103300,16000
22:02.0,-20.33,-42.5,103300,16000
22:02.1,-19.42,-42.49,103300,16000
22:02.2,-19.13,-42.47,103300,16000
22:02.2,-18.1,-42.44,103300,16000
22:02.2,-19.04,-42.42,103300,16000
22:02.3,-22.35,-42.43,103300,16000
22:02.4,-20.68,-42.43,103300,16000
22:02.5,-22.03,-42.41,103300,16000
22:02.6,-19.98,-42.36,103300,16000
22:02.6,-21.03,-42.37,103300,16000
22:02.7,-21.58,-42.36,103300,16000
22:02.7,-21.83,-42.36,103300,16000
22:02.8,-22.22,-42.37,103300,16000
22:02.8,-21.23,-42.39,103300,16000
22:02.9,-21.59,-42.39,103300,16000
22:02.9,-22.54,-42.39,103300,16000
22:03.0,-21.03,-42.41,103300,16000
22:03.1,-21.91,-42.45,103300,16000
22:03.1,-24.05,-42.45,103300,16000
22:03.2,-21.86,-42.51,103300,16000
22:03.3,-22.29,-42.47,103300,16000
22:03.3,-21.31,-42.43,103300,16000
22:03.3,-21.63,-42.4,103300,16000
22:03.4,-16.67,-42.41,103300,16000
22:03.4,-21.58,-42.42,103300,16000
22:03.5,-22.83,-42.44,103300,16000
22:03.6,-22.2,-42.46,103300,16000
22:03.7,-21.78,-42.47,103300,16000
22:03.7,-22.77,-42.5,103300,16000
22:03.8,-22.58,-42.5,103300,16000
22:03.8,-19.45,-42.46,103300,16000
22:03.9,-17.29,-42.46,103300,16000
22:03.9,-22.38,-42.43,103300,16000
22:04.0,-22.95,-42.4,103300,16000
22:04.1,-21.97,-42.38,103300,16000
22:04.1,-22.1,-42.37,103300,16000
22:04.2,-19.91,-42.31,103300,16000
22:04.2,-18.99,-42.31,103300,16000
22:04.2,-21.27,-42.28,103300,16000
22:04.3,-21.83,-42.28,103300,16000
22:04.3,-20.19,-42.3,103300,16000
22:04.4,-20.35,-42.31,103300,16000
22:04.5,-20.12,-42.31,103300,16000
22:04.6,-17.54,-42.32,103300,16000
22:04.6,-21.46,-42.28,103300,16000
22:04.7,-23.4,-42.22,103300,16000
22:04.8,-21.68,-42.24,103300,16000
22:04.8,-21.08,-42.21,103300,16000
22:04.9,-21.16,-42.23,103300,16000
22:05.0,-21.51,-42.27,103300,16000
22:05.0,-20.39,-42.28,103300,16000
22:05.1,-21.77,-42.28,103300,16000
22:05.2,-19.32,-42.25,103300,16000
22:05.2,-20.2,-42.21,103300,16000
22:05.3,-22.14,-42.2,103300,16000
22:05.4,-21.68,-42.24,103300,16000
22:05.4,-23.04,-42.27,103300,16000
22:05.5,-22.91,-42.28,103300,16000
22:05.6,-21.36,-42.3,103300,16000
22:05.6,-21.66,-42.34,103300,16000
22:05.7,-21.55,-42.37,103300,16000
22:05.7,-20.9,-42.36,103300,16000
22:05.9,-20.8,-42.37,103300,16000
22:05.9,-22.98,-42.36,103300,16000
22:06.1,-20.09,-42.4,103300,16000
22:06.1,-19.41,-42.4,103300,16000
22:06.1,-21.62,-42.43,103300,16000
22:06.2,-21.49,-42.43,103300,16000
22:06.3,-19.47,-42.46,103300,16000
22:06.3,-21.23,-42.44,103300,16000
22:06.4,-22.83,-42.45,103300,16000
22:06.5,-21.62,-42.44,103300,16000
22:06.5,-21.73,-42.42,103300,16000
22:06.6,-20.58,-42.42,103300,16000
22:06.6,-21.79,-42.42,103300,16000
22:06.7,-23.01,-42.38,103300,16000
22:06.8,-21.59,-42.41,103300,16000
22:06.8,-21.21,-42.4,103300,16000
22:06.9,-22.16,-42.39,103300,16000
22:06.9,-20.83,-42.39,103300,16000
22:06.9,-21.6,-42.35,103300,16000
22:07.0,-21.34,-42.32,103300,16000
22:07.0,-17.87,-42.32,103300,16000
22:07.2,-21.97,-42.32,103300,16000
22:07.2,-21.79,-42.35,103300,16000
22:07.2,-23.18,-42.34,103300,16000
22:07.3,-21.02,-42.45,103300,16000
22:07.3,-21.37,-42.42,103300,16000
22:07.5,-18.38,-42.44,103300,16000
22:07.6,-21.13,-42.45,103300,16000
22:07.6,-21.65,-42.4,103300,16000
22:07.7,-22.02,-42.4,103300,16000
22:07.7,-22.63,-42.4,103300,16000
22:07.8,-22.01,-42.41,103300,16000
22:07.9,-20.71,-42.4,103300,16000
22:08.0,-21.11,-42.41,103300,16000
22:08.0,-19.38,-42.42,103300,16000
22:08.1,-21.78,-42.45,103300,16000
22:08.1,-20.69,-42.48,103300,16000
22:08.2,-21.59,-42.39,103300,16000
22:08.2,-22.26,-42.37,103300,16000
22:08.3,-21.83,-42.3,103300,16000
22:08.3,-21.31,-42.29,103300,16000
22:08.4,-21.47,-42.31,103300,16000
22:08.4,-20.89,-42.28,103300,16000
22:08.6,-22.75,-42.29,103300,16000
22:08.7,-19.6,-42.33,103300,16000
22:08.7,-21.52,-42.37,103300,16000
22:08.7,-22.49,-42.36,103300,16000
22:08.9,-20.88,-42.37,103300,16000
22:08.9,-21.94,-42.35,103300,16000
22:09.1,-22.26,-42.32,103300,16000
22:09.1,-21.5,-42.26,103300,16000
22:09.2,-21.35,-42.25,103300,16000
22:09.2,-17.71,-42.25,103300,16000
22:09.3,-21.52,-42.29,103300,16000
22:09.4,-21.52,-42.26,103300,16000
22:09.5,-22.62,-42.27,103300,16000
22:09.5,-18.83,-42.31,103300,16000
22:09.6,-21.1,-42.28,103300,16000
22:09.6,-22.19,-42.26,103300,16000
22:09.8,-19.32,-42.3,103300,16000
22:09.8,-19.15,-42.36,103300,16000
22:09.8,-19.21,-42.39,103300,16000
22:09.9,-20.66,-42.39,103300,16000
22:09.9,-19.07,-42.43,103300,16000
22:10.0,-20.34,-42.41,103300,16000
22:10.2,-21.08,-42.4,103300,16000
22:10.2,-21.93,-42.45,103300,16000
22:10.3,-21.25,-42.45,103300,16000
22:10.3,-22,-42.45,103300,16000
22:10.4,-22.22,-42.44,103300,16000
22:10.4,-23.06,-42.44,103300,16000
22:10.5,-21.46,-42.47,103300,16000
22:10.6,-21.37,-42.47,103300,16000
22:10.6,-20.72,-42.44,103300,16000
22:10.7,-22.37,-42.45,103300,16000
22:10.8,-19.83,-42.42,103300,16000
22:10.9,-22.33,-42.37,103300,16000
22:10.9,-22.03,-42.35,103300,16000
22:11.0,-23.45,-42.37,103300,16000
22:11.0,-22.55,-42.4,103300,16000
22:11.1,-22,-42.46,103300,16000
22:11.1,-20.54,-42.48,103300,16000
22:11.2,-21.45,-42.47,103300,16000
22:11.2,-22.32,-42.47,103300,16000
22:11.3,-21.77,-42.47,103300,16000
22:11.4,-22.09,-42.41,103300,16000
22:11.5,-22.67,-42.45,103300,16000
22:11.5,-21.41,-42.42,103300,16000
22:11.6,-21.83,-42.39,103300,16000
22:11.6,-22.85,-42.44,103300,16000
22:11.7,-21.55,-42.44,103300,16000
22:11.7,-22.49,-42.4,103300,16000
22:11.7,-21.63,-42.39,103300,16000
22:11.9,-22.25,-42.36,103300,16000
22:12.0,-21.6,-42.36,103300,16000
22:12.0,-22.56,-42.3,103300,16000
22:12.1,-20.04,-42.29,103300,16000
22:12.1,-21.46,-42.27,103300,16000
22:12.2,-22.09,-42.29,103300,16000
22:12.2,-22.27,-42.32,103300,16000
22:12.3,-22.13,-42.35,103300,16000
22:12.3,-23.19,-42.38,103300,16000
22:12.4,-22.52,-42.37,103300,16000
22:12.4,-22.17,-42.34,103300,16000
22:12.5,-22.52,-42.38,103300,16000
22:12.6,-24.25,-42.38,103300,16000
22:12.6,-23.4,-42.42,103300,16000
22:12.7,-23.31,-42.46,103300,16000
22:12.8,-22.69,-42.45,103300,16000
22:12.8,-23.3,-42.52,103300,16000
22:12.9,-22.56,-42.51,103300,16000
22:13.0,-23.1,-42.53,103300,16000
22:13.1,-24.51,-42.53,103300,16000
22:13.1,-20.78,-42.57,103300,16000
22:13.2,-22.97,-42.53,103300,16000
22:13.2,-23.3,-42.53,103300,16000
22:13.3,-23.55,-42.54,103300,16000
22:13.3,-22.99,-42.55,103300,16000
22:13.4,-22.24,-42.52,103300,16000
22:13.5,-21.62,-42.52,103300,16000
22:13.6,-21.58,-42.52,103300,16000
22:13.6,-22.58,-42.51,103300,16000
22:13.7,-22.45,-42.51,103300,16000
22:13.7,-22.29,-42.43,103300,16000
22:13.8,-23.46,-42.4,103300,16000
22:13.9,-22.7,-42.37,103300,16000
22:13.9,-21.67,-42.38,103300,16000
22:14.0,-22.53,-42.39,103300,16000
22:14.1,-22.76,-42.38,103300,16000
22:14.1,-21.16,-42.33,103300,16000
22:14.2,-21.23,-42.29,103300,16000
22:14.3,-22.66,-42.33,103300,16000
22:14.3,-22.16,-42.32,103300,16000
22:14.3,-21.78,-42.32,103300,16000
22:14.5,-22.01,-42.34,103300,16000
22:14.5,-22.27,-42.35,103300,16000
22:14.6,-17.99,-42.31,103300,16000
22:14.7,-22.97,-42.33,103300,16000
22:14.7,-22.72,-42.38,103300,16000
22:14.8,-21.41,-42.36,103300,16000
22:14.9,-21.47,-42.39,103300,16000
22:15.0,-22.42,-42.36,103300,16000
22:15.0,-21.3,-42.37,103300,16000
22:15.1,-22.86,-42.35,103300,16000
22:15.1,-22.66,-42.43,103300,16000
22:15.2,-21.65,-42.4,103300,16000
22:15.2,-21.16,-42.4,103300,16000
22:15.3,-21.82,-42.39,103300,16000
22:15.4,-22.38,-42.4,103300,16000
22:15.4,-23.18,-42.38,103300,16000
22:15.5,-21.4,-42.4,103300,16000
22:15.6,-20.5,-42.4,103300,16000
22:15.6,-22.97,-42.45,103300,16000
22:15.6,-21.91,-42.46,103300,16000
22:15.8,-19.18,-42.46,103300,16000
22:15.8,-20.31,-42.45,103300,16000
22:15.9,-20.19,-42.45,103300,16000
22:15.9,-21.56,-42.45,103300,16000
22:16.0,-22.06,-42.45,103300,16000
22:16.0,-21.41,-42.46,103300,16000
22:16.1,-20.3,-42.51,103300,16000
22:16.2,-20.78,-42.6,103300,16000
22:16.2,-20.28,-42.63,103300,16000
22:16.3,-23.7,-42.6,103300,16000
22:16.3,-23.61,-42.6,103300,16000
22:16.4,-22.23,-42.65,103300,16000
22:16.4,-22.05,-42.65,103300,16000
22:16.5,-21.46,-42.61,103300,16000
22:16.5,-21.83,-42.57,103300,16000
22:16.7,-19.15,-42.59,103300,16000
22:16.7,-20.72,-42.59,103300,16000
22:16.7,-20.8,-42.61,103300,16000
22:16.8,-21.31,-42.65,103300,16000
22:16.9,-23.34,-42.67,103300,16000
22:17.0,-22.04,-42.68,103300,16000
22:17.0,-23.02,-42.7,103300,16000
22:17.1,-22.71,-42.69,103300,16000
22:17.1,-20.04,-42.67,103300,16000
22:17.2,-22.46,-42.63,103300,16000
22:17.2,-21.4,-42.64,103300,16000
22:17.3,-22.8,-42.65,103300,16000
22:17.3,-22.37,-42.64,103300,16000
22:17.4,-19.82,-42.62,103300,16000
22:17.5,-20.95,-42.65,103300,16000
22:17.5,-22.86,-42.66,103300,16000
22:17.6,-18.95,-42.66,103300,16000
22:17.7,-21.43,-42.57,103300,16000
22:17.8,-21.53,-42.52,103300,16000
22:17.8,-21.68,-42.47,103300,16000
22:17.8,-20.73,-42.46,103300,16000
22:17.9,-19.38,-42.46,103300,16000
22:17.9,-20.1,-42.46,103300,16000
22:18.0,-21.18,-42.41,103300,16000
22:18.1,-19.88,-42.41,103300,16000
22:18.1,-20.36,-42.39,103300,16000
22:18.2,-20.75,-42.39,103300,16000
22:18.2,-19.37,-42.4,103300,16000
22:18.3,-18.9,-42.37,103300,16000
22:18.4,-19.1,-42.35,103300,16000
22:18.5,-18.47,-42.29,103300,16000
22:18.6,-18.16,-42.29,103300,16000
22:18.6,-17.93,-42.33,103300,16000
22:18.7,-20.15,-42.36,103300,16000
22:18.7,-23.49,-42.43,103300,16000
22:18.8,-22.74,-42.47,103300,16000
22:18.9,-19.92,-42.51,103300,16000
22:19.0,-21.5,-42.51,103300,16000
22:19.1,-20.41,-42.52,103300,16000
22:19.1,-18.28,-42.51,103300,16000
22:19.1,-21.25,-42.52,103300,16000
22:19.2,-22.12,-42.51,103300,16000
22:19.3,-20.57,-42.49,103300,16000
22:19.3,-19.05,-42.47,103300,16000
22:19.3,-22.46,-42.48,103300,16000
22:19.4,-21.69,-42.49,103300,16000
22:19.5,-21.85,-42.49,103300,16000
22:19.6,-21.21,-42.46,103300,16000
22:19.7,-19.23,-42.44,103300,16000
22:19.7,-20.07,-42.39,103300,16000
22:19.8,-19.72,-42.37,103300,16000
22:19.9,-21.73,-42.38,103300,16000
22:19.9,-21.32,-42.36,103300,16000
22:20.0,-20.6,-42.34,103300,16000
22:20.1,-22.89,-42.33,103300,16000
22:20.2,-18.91,-42.31,103300,16000
22:20.3,-18.56,-42.27,103300,16000
22:20.3,-19.8,-42.28,103300,16000
22:20.4,-23.33,-42.26,103300,16000
22:20.4,-21.52,-42.27,103300,16000
22:20.5,-21.56,-42.26,103300,16000
22:20.5,-17.76,-42.29,103300,16000
22:20.6,-21.22,-42.28,103300,16000
22:20.6,-19.74,-42.28,103300,16000
22:20.7,-21.56,-42.28,103300,16000
22:20.8,-20.29,-42.3,103300,16000
22:20.9,-20.36,-42.27,103300,16000
22:21.0,-21.06,-42.25,103300,16000
22:21.1,-21.22,-42.25,103300,16000
22:21.1,-22.96,-42.28,103300,16000
22:21.2,-21.85,-42.28,103300,16000
22:21.2,-21.85,-42.28,103300,16000
22:21.2,-22.25,-42.35,103300,16000
22:21.4,-21.63,-42.37,103300,16000
22:21.5,-21.58,-42.43,103300,16000
22:21.6,-21.68,-42.45,103300,16000
22:21.6,-22.67,-42.42,103300,16000
22:21.7,-21.6,-42.43,103300,16000
22:21.8,-22.07,-42.44,103300,16000
22:21.9,-21.61,-42.43,103300,16000
22:22.0,-21.35,-42.43,103300,16000
22:22.1,-21.27,-42.45,103300,16000
22:22.1,-21.16,-42.41,103300,16000
22:22.2,-22.12,-42.42,103300,16000
22:22.3,-19.8,-42.4,103300,16000
22:22.3,-20.17,-42.38,103300,16000
22:22.3,-21.14,-42.32,103300,16000
22:22.4,-22.14,-42.3,103300,16000
22:22.4,-21.8,-42.28,103300,16000
22:22.6,-19.5,-42.25,103300,16000
22:22.6,-23.14,-42.23,103300,16000
22:22.7,-20.03,-42.22,103300,16000
22:22.7,-19.97,-42.23,103300,16000
22:22.8,-20.96,-42.22,103300,16000
22:22.8,-20.74,-42.22,103300,16000
22:22.9,-19.81,-42.2,103300,16000
22:22.9,-20.97,-42.18,103300,16000
22:22.9,-19.87,-42.18,103300,16000
22:23.0,-21.24,-42.15,103300,16000
22:23.1,-20.71,-42.12,103300,16000
22:23.1,-21.44,-42.12,103300,16000
22:23.2,-21.21,-42.13,103300,16000
22:23.2,-21.56,-42.14,103300,16000
22:23.2,-21.74,-42.12,103300,16000
22:23.3,-22.28,-42.15,103300,16000
22:23.3,-20.92,-42.16,103300,16000
22:23.4,-19.16,-42.15,103300,16000
22:23.4,-21.6,-42.18,103300,16000
22:23.6,-22.7,-42.17,103300,16000
22:23.7,-21.69,-42.21,103300,16000
22:23.7,-21.51,-42.22,103300,16000
22:23.8,-21.22,-42.2,103300,16000
22:23.8,-21.82,-42.22,103300,16000
22:23.8,-22.17,-42.25,103300,16000
22:24.0,-20.87,-42.29,103300,16000
22:24.1,-20.98,-42.27,103300,16000
22:24.2,-19.89,-42.27,103300,16000
22:24.2,-21.93,-42.23,103300,16000
22:24.3,-20.96,-42.25,103300,16000
22:24.4,-20.03,-42.26,103300,16000
22:24.4,-20.72,-42.26,103300,16000
22:24.5,-19.07,-42.24,103300,16000
22:24.5,-20.17,-42.24,103300,16000
22:24.5,-18.64,-42.28,103300,16000
22:24.6,-19.8,-42.28,103300,16000
22:24.6,-22.39,-42.24,103300,16000
22:24.7,-21.5,-42.26,103300,16000
22:24.8,-21.62,-42.28,103300,16000
22:24.9,-21.43,-42.24,103300,16000
22:24.9,-21.21,-42.24,103300,16000
22:24.9,-22.06,-42.19,103300,16000
22:25.0,-22.49,-42.18,103300,16000
22:25.1,-22.12,-42.17,103300,16000
22:25.1,-19.26,-42.19,103300,16000
22:25.2,-21.94,-42.19,103300,16000
22:25.3,-22.06,-42.16,103300,16000
22:25.3,-21.38,-42.16,103300,16000
22:25.4,-22.1,-42.1,103300,16000
22:25.5,-22.56,-42.13,103300,16000
22:25.5,-22.22,-42.09,103300,16000
22:25.6,-22.02,-42.06,103300,16000
22:25.7,-21.48,-42.07,103300,16000
22:25.7,-20.67,-42.07,103300,16000
22:25.8,-19.49,-42.07,103300,16000
22:25.9,-21.59,-41.98,103300,16000
22:25.9,-22.98,-41.91,103300,16000
22:25.9,-21.7,-41.92,103300,16000
22:26.0,-21.88,-41.96,103300,16000
22:26.0,-23.27,-41.97,103300,16000
22:26.1,-23.04,-42,103300,16000
22:26.2,-22.62,-42,103300,16000
22:26.2,-22.08,-42.02,103300,16000
22:26.2,-20.57,-42.05,103300,16000
22:26.3,-22.8,-42.07,103300,16000
22:26.3,-22.39,-42.07,103300,16000
22:26.4,-21.52,-42.07,103300,16000
22:26.5,-22.21,-42.11,103300,16000
22:26.5,-22.79,-42.16,103300,16000
22:26.6,-22.33,-42.17,103300,16000
22:26.6,-21.44,-42.17,103300,16000
22:26.7,-21.26,-42.17,103300,16000
22:26.7,-20.03,-42.2,103300,16000
22:26.8,-21.76,-42.21,103300,16000
22:26.8,-22.3,-42.28,103300,16000
22:26.8,-21.98,-42.31,103300,16000
22:26.9,-23.6,-42.35,103300,16000
22:27.0,-22.14,-42.38,103300,16000
22:27.0,-21.38,-42.39,103300,16000
22:27.1,-22.62,-42.39,103300,16000
22:27.2,-20.87,-42.41,103300,16000
22:27.2,-23.35,-42.39,103300,16000
22:27.2,-21.86,-42.39,103300,16000
22:27.3,-22.98,-42.36,103300,16000
22:27.4,-22.07,-42.34,103300,16000
22:27.4,-22.01,-42.3,103300,16000
22:27.5,-22.15,-42.28,103300,16000
22:27.6,-20.39,-42.28,103300,16000
22:27.6,-20.94,-42.27,103300,16000
22:27.7,-21.28,-42.29,103300,16000
22:27.7,-20.35,-42.27,103300,16000
22:27.8,-21.97,-42.26,103300,16000
22:27.9,-22.78,-42.21,103300,16000
22:28.0,-22.55,-42.23,103300,16000
22:28.1,-21.2,-42.18,103300,16000
22:28.2,-20.58,-42.12,103300,16000
22:28.2,-20.98,-42.12,103300,16000
22:28.3,-22.24,-42.08,103300,16000
22:28.4,-21.8,-42.1,103300,16000
22:28.4,-22.1,-42.09,103300,16000
22:28.5,-21.83,-42.1,103300,16000
22:28.5,-20.66,-42.08,103300,16000
22:28.6,-23.2,-42.08,103300,16000
22:28.6,-22.22,-42.07,103300,16000
22:28.7,-20.85,-42.1,103300,16000
22:28.8,-20.59,-42.1,103300,16000
22:28.8,-21.16,-42.15,103300,16000
22:28.8,-20.53,-42.11,103300,16000
22:28.9,-20.22,-42.1,103300,16000
22:28.9,-21.37,-42.04,103300,16000
22:29.0,-21.53,-42.02,103300,16000
22:29.0,-22.15,-42.03,103300,16000
22:29.1,-22.83,-41.97,103300,16000
22:29.2,-21.06,-41.97,103300,16000
22:29.2,-22.7,-41.95,103300,16000
22:29.3,-21.92,-41.97,103300,16000
22:29.4,-22.22,-41.93,103300,16000
22:29.4,-22.79,-41.97,103300,16000
22:29.4,-23.55,-41.99,103300,16000
22:29.5,-23.76,-42.04,103300,16000
22:29.6,-23.23,-42.02,103300,16000
22:29.7,-21.24,-42.03,103300,16000
22:29.7,-21.12,-42,103300,16000
22:29.8,-21.58,-41.98,103300,16000
22:29.8,-21.17,-41.93,103300,16000
22:29.9,-19.35,-41.95,103300,16000
22:29.9,-22.8,-41.96,103300,16000
22:30.0,-21.31,-41.96,103300,16000
22:30.0,-20.95,-42.04,103300,16000
22:30.1,-20.12,-42.1,103300,16000
22:30.1,-20.47,-42.1,103300,16000
22:30.2,-23.19,-42.16,103300,16000
22:30.2,-22.1,-42.16,103300,16000
22:30.3,-23.76,-42.19,103300,16000
22:30.4,-20.58,-42.23,103300,16000
22:30.4,-22.1,-42.17,103300,16000
22:30.5,-23.1,-42.14,103300,16000
22:30.6,-21.04,-42.09,103300,16000
22:30.6,-17.83,-42.08,103300,16000
22:30.7,-21.99,-42.06,103300,16000
22:30.7,-21.7,-42.07,103300,16000
22:30.8,-20.57,-42.15,103300,16000
22:30.9,-22.54,-42.16,103300,16000
22:31.0,-21.99,-42.17,103300,16000
22:31.0,-20.55,-42.13,103300,16000
22:31.1,-20.94,-42.14,103300,16000
22:31.2,-21.18,-42.14,103300,16000
22:31.3,-22.27,-42.13,103300,16000
22:31.3,-21.06,-42.13,103300,16000
22:31.4,-18.65,-42.13,103300,16000
22:31.5,-22.44,-42.19,103300,16000
22:31.6,-21.93,-42.24,103300,16000
22:31.7,-21.86,-42.23,103300,16000
22:31.8,-22.07,-42.24,103300,16000
22:31.8,-22.06,-42.22,103300,16000
22:31.9,-23.34,-42.27,103300,16000
22:32.0,-20.77,-42.25,103300,16000
22:32.1,-21.09,-42.2,103300,16000
22:32.2,-22.91,-42.2,103300,16000
22:32.2,-21.76,-42.22,103300,16000
22:32.3,-22.29,-42.2,103300,16000
22:32.3,-22.09,-42.16,103300,16000
22:32.4,-22.1,-42.12,103300,16000
22:32.4,-21.76,-42.11,103300,16000
22:32.5,-20.44,-42.11,103300,16000
22:32.6,-21.88,-42.06,103300,16000
22:32.7,-21.32,-42.07,103300,16000
22:32.7,-22.01,-42.04,103300,16000
22:32.8,-22.07,-42.05,103300,16000
22:32.8,-20.18,-41.99,103300,16000
22:32.9,-19.04,-41.96,103300,16000
22:33.0,-20.88,-41.93,103300,16000
22:33.1,-23.09,-41.92,103300,16000
22:33.1,-22.75,-41.92,103300,16000
22:33.2,-22.08,-41.9,103300,16000
22:33.2,-20.53,-41.91,103300,16000
22:33.3,-22.09,-41.9,103300,16000
22:33.3,-20.83,-41.89,103300,16000
22:33.4,-21.07,-41.93,103300,16000
22:33.5,-22.15,-41.92,103300,16000
22:33.5,-22.2,-41.93,103300,16000
22:33.6,-21.78,-41.96,103300,16000
22:33.7,-21.7,-41.93,103300,16000
22:33.8,-22.55,-41.93,103300,16000
22:33.8,-22.24,-41.89,103300,16000
22:33.9,-21.82,-41.89,103300,16000
22:33.9,-20.77,-41.91,103300,16000
22:34.0,-21.1,-41.92,103300,16000
22:34.0,-20.86,-41.93,103300,16000
22:34.1,-21.53,-41.96,103300,16000
22:34.1,-19.42,-41.93,103300,16000
22:34.2,-22.61,-41.93,103300,16000
22:34.3,-21.12,-41.92,103300,16000
22:34.3,-21.44,-41.94,103300,16000
22:34.4,-21.58,-41.93,103300,16000
22:34.4,-22.98,-41.93,103300,16000
22:34.5,-22.39,-41.94,103300,16000
22:34.6,-22.79,-41.91,103300,16000
22:34.6,-20.88,-41.91,103300,16000
22:34.6,-20.84,-41.91,103300,16000
22:34.7,-20.83,-41.92,103300,16000
22:34.8,-22,-41.93,103300,16000
22:34.9,-19.42,-41.98,103300,16000
22:34.9,-22.15,-41.93,103300,16000
