Time,Level,Noise,Frequency,Bandwidth
30:11.6,-21.49,-40.13,103300,16000
30:11.7,-20.35,-40.1,103300,16000
30:11.7,-19.74,-40.11,103300,16000
30:11.8,-21.2,-40.13,103300,16000
30:11.8,-20.08,-40.13,103300,16000
30:11.9,-20.99,-40.19,103300,16000
30:11.9,-21.5,-40.19,103300,16000
30:12.0,-19.31,-40.25,103300,16000
30:12.0,-20.97,-40.24,103300,16000
30:12.1,-21.06,-40.22,103300,16000
30:12.1,-22.31,-40.21,103300,16000
30:12.1,-18.8,-40.24,103300,16000
30:12.2,-20.15,-40.18,103300,16000
30:12.2,-20.64,-40.2,103300,16000
30:12.3,-18.9,-40.22,103300,16000
30:12.3,-18.97,-40.23,103300,16000
30:12.4,-20.77,-40.22,103300,16000
30:12.4,-21.18,-40.2,103300,16000
30:12.5,-18.48,-40.25,103300,16000
30:12.6,-21.23,-40.23,103300,16000
30:12.6,-20.23,-40.24,103300,16000
30:12.7,-20.05,-40.24,103300,16000
30:12.7,-20.33,-40.24,103300,16000
30:12.8,-19.24,-40.24,103300,16000
30:12.8,-19.4,-40.23,103300,16000
30:12.8,-16.26,-40.25,103300,16000
30:12.9,-13.43,-40.23,103300,16000
30:12.9,-16.24,-40.23,103300,16000
30:13.0,-17.51,-40.25,103300,16000
30:13.1,-14.47,-40.26,103300,16000
30:13.1,-16.37,-40.26,103300,16000
30:13.2,-15.77,-40.23,103300,16000
30:13.2,-13.73,-40.29,103300,16000
30:13.3,-17.59,-40.26,103300,16000
30:13.3,-17.93,-40.29,103300,16000
30:13.4,-15.73,-40.31,103300,16000
30:13.4,-18.79,-40.3,103300,16000
30:13.5,-18.13,-40.32,103300,16000
30:13.5,-18.62,-40.32,103300,16000
30:13.6,-18.71,-40.35,103300,16000
30:13.6,-18.31,-40.35,103300,16000
30:13.7,-18.65,-40.3,103300,16000
30:13.7,-16.58,-40.3,103300,16000
30:13.7,-19.99,-40.32,103300,16000
30:13.8,-19.88,-40.34,103300,16000
30:13.8,-20.84,-40.37,103300,16000
30:13.9,-18.69,-40.37,103300,16000
30:13.9,-21.17,-40.4,103300,16000
30:14.0,-20.14,-40.37,103300,16000
30:14.1,-17.56,-40.38,103300,16000
30:14.1,-20.56,-40.38,103300,16000
30:14.2,-20.33,-40.36,103300,16000
30:14.2,-21.73,-40.37,103300,16000
30:14.3,-19.75,-40.42,103300,16000
30:14.4,-20.62,-40.41,103300,16000
30:14.4,-19.8,-40.47,103300,16000
30:14.5,-20.24,-40.47,103300,16000
30:14.5,-21.23,-40.47,103300,16000
30:14.6,-21.24,-40.47,103300,16000
30:14.6,-19.48,-40.5,103300,16000
30:14.7,-20.22,-40.49,103300,16000
30:14.7,-20.4,-40.51,103300,16000
30:14.8,-21.05,-40.52,103300,16000
30:14.9,-19.22,-40.5,103300,16000
30:14.9,-20.67,-40.45,103300,16000
30:14.9,-20.3,-40.5,103300,16000
30:15.0,-20.91,-40.5,103300,16000
30:15.0,-17.61,-40.5,103300,16000
30:15.1,-20.03,-40.5,103300,16000
30:15.1,-20,-40.54,103300,16000
30:15.2,-20.76,-40.54,103300,16000
30:15.3,-22.5,-40.52,103300,16000
30:15.3,-20.46,-40.58,103300,16000
30:15.4,-20.78,-40.58,103300,16000
30:15.4,-21.09,-40.6,103300,16000
30:15.4,-21.19,-40.61,103300,16000
30:15.5,-18.73,-40.63,103300,16000
30:15.6,-20.53,-40.62,103300,16000
30:15.6,-20.16,-40.57,103300,16000
30:15.7,-18.71,-40.62,103300,16000
30:15.7,-20.22,-40.6,103300,16000
30:15.8,-16.55,-40.6,103300,16000
30:15.8,-19.96,-40.61,103300,16000
30:15.9,-17.39,-40.64,103300,16000
30:15.9,-18.72,-40.64,103300,16000
30:16.0,-17.01,-40.62,103300,16000
30:16.0,-19.89,-40.64,103300,16000
30:16.1,-17.3,-40.64,103300,16000
30:16.1,-17.83,-40.66,103300,16000
30:16.2,-17.64,-40.66,103300,16000
30:16.2,-19.03,-40.64,103300,16000
30:16.2,-17.95,-40.64,103300,16000
30:16.3,-17.95,-40.66,103300,16000
30:16.3,-19.34,-40.69,103300,16000
30:16.4,-20.68,-40.64,103300,16000
30:16.5,-20.16,-40.64,103300,16000
30:16.5,-20.35,-40.6,103300,16000
30:16.6,-20.79,-40.57,103300,16000
30:16.6,-20.7,-40.6,103300,16000
30:16.7,-20.85,-40.58,103300,16000
30:16.7,-20.71,-40.62,103300,16000
30:16.7,-22.13,-40.59,103300,16000
30:16.8,-20.38,-40.61,103300,16000
30:16.8,-20.18,-40.59,103300,16000
30:16.9,-22.1,-40.59,103300,16000
30:17.0,-20.61,-40.6,103300,16000
30:17.0,-19.3,-40.6,103300,16000
30:17.1,-21.16,-40.59,103300,16000
30:17.1,-21.73,-40.56,103300,16000
30:17.2,-19.7,-40.59,103300,16000
30:17.2,-19.45,-40.59,103300,16000
30:17.3,-20.7,-40.55,103300,16000
30:17.3,-21.28,-40.49,103300,16000
30:17.4,-19.58,-40.5,103300,16000
30:17.4,-19.75,-40.54,103300,16000
30:17.5,-19.78,-40.53,103300,16000
30:17.5,-20,-40.5,103300,16000
30:17.6,-20.94,-40.52,103300,16000
30:17.6,-21.15,-40.55,103300,16000
30:17.6,-21.83,-40.55,103300,16000
30:17.7,-20.98,-40.56,103300,16000
30:17.7,-20.86,-40.6,103300,16000
30:17.8,-18.53,-40.57,103300,16000
30:17.8,-19.91,-40.59,103300,16000
30:17.9,-18.42,-40.58,103300,16000
30:17.9,-20.14,-40.58,103300,16000
30:18.0,-20.92,-40.58,103300,16000
30:18.1,-19.24,-40.56,103300,16000
30:18.1,-19.47,-40.56,103300,16000
30:18.2,-20.1,-40.57,103300,16000
30:18.2,-20.74,-40.6,103300,16000
30:18.3,-21.18,-40.63,103300,16000
30:18.3,-20.29,-40.69,103300,16000
30:18.4,-19.48,-40.64,103300,16000
30:18.4,-19.7,-40.62,103300,16000
30:18.4,-18.81,-40.6,103300,16000
30:18.5,-20.92,-40.64,103300,16000
30:18.6,-21.05,-40.68,103300,16000
30:18.6,-15.73,-40.68,103300,16000
30:18.7,-19.52,-40.67,103300,16000
30:18.7,-18.74,-40.66,103300,16000
30:18.8,-21.24,-40.66,103300,16000
30:18.8,-21.19,-40.61,103300,16000
30:18.9,-19.56,-40.59,103300,16000
30:18.9,-21.44,-40.6,103300,16000
30:18.9,-21.55,-40.6,103300,16000
30:19.0,-21.33,-40.63,103300,16000
30:19.0,-19.57,-40.63,103300,16000
30:19.1,-21.84,-40.65,103300,16000
30:19.2,-21.32,-40.7,103300,16000
30:19.2,-19.05,-40.7,103300,16000
30:19.3,-20.11,-40.71,103300,16000
30:19.3,-19.44,-40.67,103300,16000
30:19.3,-21.62,-40.71,103300,16000
30:19.4,-21.03,-40.73,103300,16000
30:19.5,-20.82,-40.75,103300,16000
30:19.6,-20.15,-40.75,103300,16000
30:19.6,-21,-40.76,103300,16000
30:19.7,-22.09,-40.8,103300,16000
30:19.7,-18.77,-40.82,103300,16000
30:19.8,-19.69,-40.84,103300,16000
30:19.8,-20.88,-40.84,103300,16000
30:19.9,-21.44,-40.84,103300,16000
30:19.9,-21.66,-40.83,103300,16000
30:20.0,-20.02,-40.83,103300,16000
30:20.0,-21,-40.83,103300,16000
30:20.1,-20.86,-40.82,103300,16000
30:20.1,-20.57,-40.8,103300,16000
30:20.2,-20.29,-40.75,103300,16000
30:20.2,-20.64,-40.73,103300,16000
30:20.3,-21.11,-40.74,103300,16000
30:20.3,-20.23,-40.74,103300,16000
30:20.4,-19.98,-40.73,103300,16000
30:20.4,-21.17,-40.75,103300,16000
30:20.4,-19.51,-40.78,103300,16000
30:20.5,-21.62,-40.81,103300,16000
30:20.6,-22.8,-40.8,103300,16000
30:20.6,-20.77,-40.8,103300,16000
30:20.6,-20.62,-40.76,103300,16000
30:20.7,-19.44,-40.77,103300,16000
30:20.7,-20.84,-40.79,103300,16000
30:20.8,-20.14,-40.79,103300,16000
30:20.9,-20.49,-40.79,103300,16000
30:20.9,-19.57,-40.84,103300,16000
30:21.0,-20.19,-40.84,103300,16000
30:21.0,-21.65,-40.86,103300,16000
30:21.1,-21.11,-40.85,103300,16000
30:21.1,-19.73,-40.88,103300,16000
30:21.2,-19.92,-40.88,103300,16000
30:21.2,-20.59,-40.89,103300,16000
30:21.3,-19.93,-40.9,103300,16000
30:21.3,-20.63,-40.88,103300,16000
30:21.4,-21.67,-40.88,103300,16000
30:21.4,-19.96,-40.87,103300,16000
30:21.5,-21.04,-40.85,103300,16000
30:21.5,-21.71,-40.88,103300,16000
30:21.6,-18.71,-40.87,103300,16000
30:21.6,-20.9,-40.84,103300,16000
30:21.6,-21.37,-40.84,103300,16000
30:21.7,-20.62,-40.84,103300,16000
30:21.7,-20.88,-40.77,103300,16000
30:21.8,-20.55,-40.77,103300,16000
30:21.8,-19.56,-40.74,103300,16000
30:21.9,-21.38,-40.69,103300,16000
30:21.9,-20.33,-40.7,103300,16000
30:22.0,-20.15,-40.66,103300,16000
30:22.1,-21.03,-40.63,103300,16000
30:22.1,-20.43,-40.61,103300,16000
30:22.2,-18.88,-40.63,103300,16000
30:22.2,-20.04,-40.63,103300,16000
30:22.3,-20.16,-40.63,103300,16000
30:22.3,-20.63,-40.63,103300,16000
30:22.3,-20.44,-40.65,103300,16000
30:22.4,-19.61,-40.65,103300,16000
30:22.4,-21.35,-40.66,103300,16000
30:22.5,-22.43,-40.66,103300,16000
30:22.6,-20.53,-40.67,103300,16000
30:22.6,-19.89,-40.66,103300,16000
30:22.7,-21.08,-40.69,103300,16000
30:22.7,-19.61,-40.74,103300,16000
30:22.8,-21.22,-40.74,103300,16000
30:22.8,-20.28,-40.84,103300,16000
30:22.9,-19.52,-40.86,103300,16000
30:22.9,-18.56,-40.91,103300,16000
30:23.0,-21.05,-40.93,103300,16000
30:23.0,-21.61,-41,103300,16000
30:23.1,-22.49,-41.1,103300,16000
30:23.2,-19.43,-41.12,103300,16000
30:23.2,-19.83,-41.08,103300,16000
30:23.3,-21.07,-41.06,103300,16000
30:23.4,-20.43,-41.07,103300,16000
30:23.4,-19.89,-41.05,103300,16000
30:23.6,-21.2,-41.05,103300,16000
30:23.7,-21.11,-41.02,103300,16000
30:23.7,-21.26,-41,103300,16000
30:23.8,-19.43,-40.95,103300,16000
30:23.9,-18.98,-40.94,103300,16000
30:24.0,-21.8,-40.96,103300,16000
30:24.0,-21.33,-40.98,103300,16000
30:24.1,-21.22,-40.9,103300,16000
30:24.2,-19.37,-40.9,103300,16000
30:24.2,-19.72,-40.9,103300,16000
30:24.3,-20.74,-40.94,103300,16000
30:24.4,-20.5,-40.94,103300,16000
30:24.5,-17.83,-40.97,103300,16000
30:24.6,-18.43,-40.98,103300,16000
30:24.7,-18.01,-41.05,103300,16000
30:24.8,-18.65,-41.02,103300,16000
30:24.8,-18.12,-41.04,103300,16000
30:24.9,-17.1,-41.06,103300,16000
30:24.9,-19.17,-41.03,103300,16000
30:25.0,-19.39,-41.02,103300,16000
30:25.1,-19.79,-41.03,103300,16000
30:25.2,-21.76,-41.01,103300,16000
30:25.3,-20.88,-41,103300,16000
30:25.3,-22.37,-40.98,103300,16000
30:25.4,-20.76,-41.02,103300,16000
30:25.4,-19.38,-41,103300,16000
30:25.5,-20.17,-41.01,103300,16000
30:25.6,-21.5,-41.01,103300,16000
30:25.6,-20.58,-40.98,103300,16000
30:25.7,-19.22,-40.95,103300,16000
30:25.7,-19.16,-40.96,103300,16000
30:25.8,-21.55,-40.98,103300,16000
30:26.0,-21.2,-40.98,103300,16000
30:26.0,-19.93,-40.97,103300,16000
30:26.1,-21.59,-40.96,103300,16000
30:26.2,-19.66,-40.97,103300,16000
30:26.2,-20.83,-40.97,103300,16000
30:26.3,-20.43,-40.97,103300,16000
30:26.4,-21.14,-40.97,103300,16000
30:26.5,-21.29,-40.97,103300,16000
30:26.6,-19.57,-40.95,103300,16000
30:26.6,-20.41,-40.98,103300,16000
30:26.7,-20.69,-40.95,103300,16000
30:26.7,-17.69,-40.93,103300,16000
30:26.8,-18.35,-40.92,103300,16000
30:26.9,-20.45,-40.94,103300,16000
30:27.0,-20.98,-40.94,103300,16000
30:27.1,-20.86,-40.97,103300,16000
30:27.1,-21.27,-40.97,103300,16000
30:27.2,-20.36,-40.98,103300,16000
30:27.2,-21.32,-40.98,103300,16000
30:27.3,-19.51,-40.94,103300,16000
30:27.4,-21.48,-40.9,103300,16000
30:27.5,-20.5,-40.9,103300,16000
30:27.6,-21.62,-40.88,103300,16000
30:27.7,-20.82,-40.87,103300,16000
30:27.8,-20.45,-40.85,103300,16000
30:27.9,-20.76,-40.79,103300,16000
30:27.9,-21.02,-40.78,103300,16000
30:28.0,-19.9,-40.76,103300,16000
30:28.1,-20.22,-40.77,103300,16000
30:28.2,-19.44,-40.75,103300,16000
30:28.3,-21.54,-40.74,103300,16000
30:28.4,-21.11,-40.72,103300,16000
30:28.4,-20.17,-40.73,103300,16000
30:28.5,-21.26,-40.77,103300,16000
30:28.5,-19.48,-40.8,103300,16000
30:28.6,-21.68,-40.76,103300,16000
30:28.7,-21.7,-40.79,103300,16000
30:28.8,-20.66,-40.88,103300,16000
30:28.8,-21.04,-40.85,103300,16000
30:28.9,-20.27,-40.84,103300,16000
30:29.0,-19.53,-40.87,103300,16000
30:29.1,-21.13,-40.86,103300,16000
30:29.2,-20.79,-40.86,103300,16000
30:29.3,-18.83,-40.81,103300,16000
30:29.4,-20.01,-40.86,103300,16000
30:29.5,-20.22,-40.87,103300,16000
30:29.6,-17.02,-40.84,103300,16000
30:29.6,-18.37,-40.81,103300,16000
30:29.7,-20.6,-40.82,103300,16000
30:29.8,-21.4,-40.79,103300,16000
30:29.9,-19.91,-40.83,103300,16000
30:29.9,-21.53,-40.83,103300,16000
30:30.0,-20.28,-40.82,103300,16000
30:30.1,-20.68,-40.78,103300,16000
30:30.1,-20.36,-40.74,103300,16000
30:30.2,-20.91,-40.77,103300,16000
30:30.3,-19.08,-40.77,103300,16000
30:30.4,-21.39,-40.74,103300,16000
30:30.4,-19.94,-40.75,103300,16000
30:30.5,-20.69,-40.73,103300,16000
30:30.5,-21.61,-40.72,103300,16000
30:30.6,-19.58,-40.66,103300,16000
30:30.6,-20.96,-40.67,103300,16000
30:30.7,-19.14,-40.68,103300,16000
30:30.7,-21.99,-40.67,103300,16000
30:30.8,-20.63,-40.68,103300,16000
30:30.8,-20.83,-40.67,103300,16000
30:30.9,-19.17,-40.69,103300,16000
30:30.9,-19.56,-40.69,103300,16000
30:31.0,-20.66,-40.59,103300,16000
30:31.0,-20.87,-40.62,103300,16000
30:31.1,-20.22,-40.69,103300,16000
30:31.2,-19.75,-40.74,103300,16000
30:31.2,-20.95,-40.75,103300,16000
30:31.3,-21.23,-40.73,103300,16000
30:31.3,-19,-40.74,103300,16000
30:31.4,-18.65,-40.78,103300,16000
30:31.4,-21.53,-40.86,103300,16000
30:31.5,-20.93,-40.86,103300,16000
30:31.6,-20.28,-40.95,103300,16000
30:31.6,-20.44,-40.95,103300,16000
30:31.7,-21.32,-40.95,103300,16000
30:31.8,-21.32,-40.98,103300,16000
30:31.8,-20.98,-41,103300,16000
30:31.8,-19.91,-40.99,103300,16000
30:31.9,-19.45,-41.04,103300,16000
30:31.9,-18.99,-41.07,103300,16000
30:32.0,-19.42,-41.07,103300,16000
30:32.1,-19.84,-41.04,103300,16000
30:32.1,-18.8,-41.04,103300,16000
30:32.2,-21.07,-41.01,103300,16000
30:32.3,-21.15,-40.97,103300,16000
30:32.3,-20.56,-40.98,103300,16000
30:32.4,-21.6,-40.95,103300,16000
30:32.4,-22.06,-40.9,103300,16000
30:32.5,-20.37,-40.85,103300,16000
30:32.5,-17.51,-40.83,103300,16000
30:32.6,-20.26,-40.78,103300,16000
30:32.6,-19.39,-40.78,103300,16000
30:32.7,-18.39,-40.76,103300,16000
30:32.7,-19.58,-40.76,103300,16000
30:32.7,-20.14,-40.7,103300,16000
30:32.8,-22.07,-40.67,103300,16000
30:32.8,-21.95,-40.67,103300,16000
30:32.9,-20.22,-40.66,103300,16000
30:32.9,-19.9,-40.64,103300,16000
30:33.0,-19.94,-40.62,103300,16000
30:33.1,-20.8,-40.64,103300,16000
30:33.1,-21.66,-40.68,103300,16000
30:33.2,-18.9,-40.69,103300,16000
30:33.2,-21.1,-40.69,103300,16000
30:33.3,-20.34,-40.73,103300,16000
30:33.3,-18.1,-40.72,103300,16000
30:33.4,-18.91,-40.74,103300,16000
30:33.4,-20.3,-40.74,103300,16000
30:33.5,-18.34,-40.78,103300,16000
30:33.5,-18.48,-40.77,103300,16000
30:33.6,-19.66,-40.79,103300,16000
30:33.6,-20.02,-40.81,103300,16000
30:33.7,-21.19,-40.82,103300,16000
30:33.7,-21.58,-40.84,103300,16000
30:33.8,-20.95,-40.85,103300,16000
30:33.8,-19.95,-40.84,103300,16000
30:33.8,-20.36,-40.84,103300,16000
30:33.9,-20.43,-40.87,103300,16000
30:33.9,-19.08,-40.89,103300,16000
30:34.0,-19.98,-40.92,103300,16000
30:34.1,-21.15,-40.87,103300,16000
30:34.1,-21.49,-40.84,103300,16000
30:34.2,-20.37,-40.83,103300,16000
30:34.3,-15.21,-40.8,103300,16000
30:34.3,-21.91,-40.78,103300,16000
30:34.4,-22.69,-40.81,103300,16000
30:34.4,-20.49,-40.81,103300,16000
30:34.4,-19.54,-40.79,103300,16000
30:34.5,-19.97,-40.79,103300,16000
30:34.6,-20.8,-40.82,103300,16000
30:34.6,-21.11,-40.82,103300,16000
30:34.7,-21.63,-40.85,103300,16000
30:34.7,-21.83,-40.83,103300,16000
30:34.8,-21.92,-40.83,103300,16000
30:34.8,-21.17,-40.85,103300,16000
30:34.9,-19.75,-40.84,103300,16000
30:34.9,-20.27,-40.83,103300,16000
30:35.0,-20.11,-40.83,103300,16000
30:35.1,-19.08,-40.78,103300,16000
30:35.1,-19.13,-40.79,103300,16000
30:35.2,-19,-40.78,103300,16000
30:35.2,-19.13,-40.77,103300,16000
30:35.2,-17.68,-40.8,103300,16000
30:35.3,-17.82,-40.82,103300,16000
30:35.3,-17.67,-40.79,103300,16000
30:35.4,-19.48,-40.77,103300,16000
30:35.5,-20.23,-40.77,103300,16000
30:35.5,-18.38,-40.78,103300,16000
30:35.6,-20.44,-40.79,103300,16000
30:35.6,-17.29,-40.79,103300,16000
30:35.7,-20.63,-40.8,103300,16000
30:35.7,-18.09,-40.81,103300,16000
30:35.7,-18.22,-40.8,103300,16000
30:35.8,-18.43,-40.81,103300,16000
30:35.8,-17.74,-40.81,103300,16000
30:35.9,-17.61,-40.8,103300,16000
30:36.0,-18.91,-40.85,103300,16000
30:36.0,-17.8,-40.87,103300,16000
30:36.1,-20.82,-40.87,103300,16000
30:36.1,-21.44,-40.88,103300,16000
30:36.2,-20.75,-40.91,103300,16000
30:36.2,-20.39,-40.9,103300,16000
30:36.3,-20.79,-40.91,103300,16000
30:36.3,-21.59,-40.9,103300,16000
30:36.4,-20.59,-40.95,103300,16000
30:36.4,-21.03,-40.93,103300,16000
30:36.5,-19.93,-40.91,103300,16000
30:36.5,-21.76,-40.9,103300,16000
30:36.6,-22.13,-40.87,103300,16000
30:36.6,-20.36,-40.85,103300,16000
30:36.6,-21.38,-40.88,103300,16000
30:36.7,-21.87,-40.88,103300,16000
30:36.7,-21.01,-40.9,103300,16000
30:36.8,-20.69,-40.9,103300,16000
30:36.8,-19.94,-40.88,103300,16000
30:36.9,-20.15,-40.86,103300,16000
30:37.0,-21.29,-40.84,103300,16000
30:37.1,-19.97,-40.84,103300,16000
30:37.1,-19.92,-40.82,103300,16000
30:37.2,-19.6,-40.78,103300,16000
30:37.2,-20.92,-40.79,103300,16000
30:37.3,-20.64,-40.77,103300,16000
30:37.3,-21.4,-40.75,103300,16000
30:37.4,-19.98,-40.7,103300,16000
30:37.4,-19.04,-40.74,103300,16000
30:37.4,-19.38,-40.73,103300,16000
30:37.5,-19.76,-40.77,103300,16000
30:37.6,-19.15,-40.76,103300,16000
30:37.6,-20.47,-40.73,103300,16000
30:37.7,-21.77,-40.68,103300,16000
30:37.7,-20.08,-40.69,103300,16000
30:37.8,-18.83,-40.7,103300,16000
30:37.8,-20.03,-40.69,103300,16000
30:37.9,-18.53,-40.66,103300,16000
30:37.9,-19.74,-40.65,103300,16000
30:37.9,-21.72,-40.64,103300,16000
30:38.0,-19.88,-40.63,103300,16000
30:38.0,-18.21,-40.61,103300,16000
30:38.1,-20.66,-40.67,103300,16000
30:38.2,-21.38,-40.68,103300,16000
30:38.2,-18.88,-40.67,103300,16000
30:38.3,-20.33,-40.67,103300,16000
30:38.3,-21.42,-40.67,103300,16000
30:38.3,-18.59,-40.67,103300,16000
30:38.4,-20.33,-40.65,103300,16000
30:38.5,-20.58,-40.68,103300,16000
30:38.5,-19.38,-40.68,103300,16000
30:38.6,-21.08,-40.65,103300,16000
30:38.6,-20.83,-40.65,103300,16000
30:38.7,-19.7,-40.65,103300,16000
30:38.7,-20.57,-40.63,103300,16000
30:38.8,-16.04,-40.6,103300,16000
30:38.8,-19.51,-40.61,103300,16000
30:38.9,-20.09,-40.61,103300,16000
30:38.9,-21.1,-40.64,103300,16000
30:39.0,-20.62,-40.67,103300,16000
30:39.0,-20.67,-40.67,103300,16000
30:39.1,-21.1,-40.66,103300,16000
30:39.1,-21.08,-40.66,103300,16000
30:39.2,-22.41,-40.6,103300,16000
30:39.2,-20.97,-40.6,103300,16000
30:39.3,-17.81,-40.67,103300,16000
30:39.3,-16.61,-40.67,103300,16000
30:39.4,-21.3,-40.69,103300,16000
30:39.4,-22.67,-40.7,103300,16000
30:39.4,-21.55,-40.73,103300,16000
30:39.5,-20.05,-40.75,103300,16000
30:39.6,-19.8,-40.75,103300,16000
30:39.6,-16.97,-40.75,103300,16000
30:39.6,-19.92,-40.76,103300,16000
30:39.7,-19.85,-40.74,103300,16000
30:39.7,-20.13,-40.73,103300,16000
30:39.8,-21.64,-40.73,103300,16000
30:39.9,-21.67,-40.76,103300,16000
30:39.9,-21.24,-40.78,103300,16000
30:40.0,-21.37,-40.79,103300,16000
30:40.0,-19.51,-40.81,103300,16000
30:40.1,-20.41,-40.79,103300,16000
30:40.1,-22.22,-40.82,103300,16000
30:40.2,-21.41,-40.84,103300,16000
30:40.2,-19.92,-40.82,103300,16000
30:40.3,-19.68,-40.76,103300,16000
30:40.3,-20.04,-40.74,103300,16000
30:40.4,-21.86,-40.72,103300,16000
30:40.4,-21,-40.71,103300,16000
30:40.5,-19.14,-40.69,103300,16000
30:40.5,-15.74,-40.68,103300,16000
30:40.6,-17.49,-40.68,103300,16000
30:40.6,-19.51,-40.7,103300,16000
30:40.6,-21.34,-40.74,103300,16000
30:40.7,-19.79,-40.76,103300,16000
30:40.7,-19.53,-40.76,103300,16000
30:40.8,-20.06,-40.76,103300,16000
30:40.8,-18.7,-40.76,103300,16000
30:40.9,-19.95,-40.75,103300,16000
30:40.9,-19.91,-40.73,103300,16000
30:41.0,-20.57,-40.73,103300,16000
30:41.1,-21.69,-40.69,103300,16000
30:41.1,-19.24,-40.72,103300,16000
30:41.2,-21.84,-40.73,103300,16000
30:41.2,-21.55,-40.7,103300,16000
30:41.3,-20.66,-40.72,103300,16000
30:41.3,-20.9,-40.76,103300,16000
30:41.3,-20.66,-40.76,103300,16000
30:41.4,-21.35,-40.76,103300,16000
30:41.4,-19.74,-40.76,103300,16000
30:41.5,-21.44,-40.76,103300,16000
30:41.6,-18.27,-40.76,103300,16000
30:41.6,-21.16,-40.75,103300,16000
30:41.7,-21.35,-40.71,103300,16000
30:41.7,-21.8,-40.7,103300,16000
30:41.8,-20.71,-40.72,103300,16000
30:41.8,-18.11,-40.72,103300,16000
30:41.9,-20.43,-40.68,103300,16000
30:41.9,-19.62,-40.68,103300,16000
30:42.0,-20.37,-40.69,103300,16000
30:42.0,-20.6,-40.71,103300,16000
30:42.1,-20.59,-40.72,103300,16000
30:42.1,-20.03,-40.7,103300,16000
30:42.2,-19.63,-40.68,103300,16000
30:42.2,-18.03,-40.68,103300,16000
30:42.2,-20.39,-40.68,103300,16000
30:42.3,-20.79,-40.66,103300,16000
30:42.4,-20.02,-40.67,103300,16000
30:42.4,-21.09,-40.67,103300,16000
30:42.4,-19.44,-40.67,103300,16000
30:42.5,-21.88,-40.61,103300,16000
30:42.6,-20.73,-40.62,103300,16000
30:42.6,-20.49,-40.62,103300,16000
30:42.7,-19.96,-40.62,103300,16000
30:42.7,-18.69,-40.65,103300,16000
30:42.8,-17.93,-40.63,103300,16000
30:42.8,-19.64,-40.62,103300,16000
30:42.9,-20.36,-40.63,103300,16000
30:42.9,-22.71,-40.63,103300,16000
30:43.0,-19.91,-40.58,103300,16000
30:43.0,-20.36,-40.58,103300,16000
30:43.1,-19.59,-40.56,103300,16000
30:43.1,-20.36,-40.5,103300,16000
30:43.2,-21.18,-40.52,103300,16000
30:43.2,-20.73,-40.52,103300,16000
30:43.3,-21.25,-40.52,103300,16000
30:43.3,-19.7,-40.51,103300,16000
30:43.3,-19.35,-40.5,103300,16000
30:43.4,-20.27,-40.51,103300,16000
30:43.4,-19.92,-40.51,103300,16000
30:43.5,-20.54,-40.52,103300,16000
30:43.5,-19.45,-40.52,103300,16000
30:43.6,-17.94,-40.48,103300,16000
30:43.6,-20.13,-40.45,103300,16000
30:43.7,-20.86,-40.41,103300,16000
30:43.8,-19.54,-40.42,103300,16000
30:43.8,-21.37,-40.43,103300,16000
30:43.9,-20.76,-40.43,103300,16000
30:43.9,-20.13,-40.45,103300,16000
30:43.9,-21.45,-40.41,103300,16000
30:44.0,-20.39,-40.41,103300,16000
30:44.1,-21.37,-40.42,103300,16000
30:44.2,-18.99,-40.42,103300,16000
30:44.2,-20.55,-40.4,103300,16000
30:44.3,-19.7,-40.4,103300,16000
30:44.3,-21.04,-40.41,103300,16000
30:44.4,-21.36,-40.41,103300,16000
30:44.4,-19.32,-40.42,103300,16000
30:44.5,-21.54,-40.42,103300,16000
30:44.5,-20.07,-40.46,103300,16000
30:44.6,-20.81,-40.46,103300,16000
30:44.6,-19.13,-40.5,103300,16000
30:44.7,-22.22,-40.51,103300,16000
30:44.7,-20.84,-40.55,103300,16000
30:44.7,-19.87,-40.6,103300,16000
30:44.8,-17.96,-40.57,103300,16000
30:44.8,-17.26,-40.57,103300,16000
30:45.0,-19.27,-40.57,103300,16000
30:45.0,-18.33,-40.59,103300,16000
30:45.1,-16.86,-40.58,103300,16000
30:45.1,-17.74,-40.58,103300,16000
30:45.2,-17.27,-40.58,103300,16000
30:45.2,-19.21,-40.58,103300,16000
30:45.2,-20.12,-40.6,103300,16000
30:45.3,-21.63,-40.59,103300,16000
30:45.3,-20.89,-40.59,103300,16000
30:45.4,-21.06,-40.55,103300,16000
30:45.5,-20.59,-40.56,103300,16000
30:45.5,-19.43,-40.52,103300,16000
30:45.6,-21.22,-40.49,103300,16000
30:45.6,-21.87,-40.48,103300,16000
30:45.7,-20.32,-40.48,103300,16000
30:45.7,-19.89,-40.46,103300,16000
30:45.8,-20.49,-40.46,103300,16000
30:45.8,-20.09,-40.45,103300,16000
30:45.9,-20.17,-40.42,103300,16000
30:45.9,-21.18,-40.42,103300,16000
30:46.0,-20.1,-40.42,103300,16000
30:46.0,-18.41,-40.46,103300,16000
30:46.1,-20.61,-40.44,103300,16000
30:46.1,-19.53,-40.46,103300,16000
30:46.1,-17.27,-40.46,103300,16000
30:46.2,-19.98,-40.48,103300,16000
30:46.2,-19.46,-40.48,103300,16000
30:46.3,-19.52,-40.48,103300,16000
30:46.3,-16.57,-40.49,103300,16000
30:46.4,-18.92,-40.49,103300,16000
30:46.4,-20.65,-40.46,103300,16000
30:46.5,-16.86,-40.48,103300,16000
